番剧id,分数,评分人数,番剧名,番剧简介,播放次数,播放时间 
6320,9.1,936,"""将国之天鹰星""","并非此处的世界，并非此时的时代。
被称作将军的执政者们所治理的草原与沙漠的国度·土耳基将国。
12年...",3148979,"""2017-07-08"""
1600,9.1,843,"""灼眼的夏娜""",新学期刚开始，高中生·坂井悠二一如往常过着“日常生活”。然而有一天，他冷不防遭遇红世之王手下的侵袭。...,5556045,"""2005-10-05"""
1665,9.1,667,"""BLACK★ROCK SHOOTER""",在近现实世界的日本，有一位看似平凡的少女黑衣麻陶，开始了她新一年的中学生活。这时，一位名为小鸟游优美...,2452551,"""2012-02-02"""
2910,9.1,643,"""真实之泪""","《真实之泪 true tears》是由P.A.WORKS所制作的日本的电视动画作品。
本作自2008...",1434454,"""2008-01-05"""
6453,9.1,552,"""TSUKIPRO""","——将这首歌献给你吧。

TSUKINO艺能事务所（通称TSUKIPRO）所属的4个组合，SOARA...",1340085,"""2017-10-04"""
21594,9.1,512,"""宅饮""",刚刚 20 岁调岗到东京的女性上班族天月美知留，来到东京的美知留住进了专门开放给女性的共享空间 St...,2140904,"""2018-01-12"""
863,9.1,473,"""[C]THE MONEY OF SOUL AND POSSIBILITY CONTROL""",20XX年，日本正处于严重的巨额财政赤字，日本经济可以说已经崩坏了。在处于终结的危机之中，出现一个名...,2934481,"""2011-04-14"""
1078,9.1,368,"""白色相簿""",主角藤井冬弥位列二次元四大渣男之列。胃痛必备，某种意义上的神作~,2829029,"""2009-01-03"""
868,9.1,355,"""纯白交响曲""",男主角瓜生新吾是“各务台学园”的普通学生。不过该学校由于各种原因的关系，在新学期开始的时候将同名叫“...,4471160,"""2011-10-04"""
821,9.1,349,"""零之使魔F""",在异世界“哈尔凯尼亚”，被露易丝当作使魔召唤出来的日本高中生平贺才人被卷入了这个世界的一切。召唤才人...,6987196,"""2012-01-07"""
3477,9.1,273,"""魔法少女☆伊莉雅 2WEI! OVA""",Fate/kaleid liner 魔法少女☆伊莉雅!! 单行本第六卷限定版同捆OAD,756659,"""2015-07-25"""
5016,9.1,264,"""小桃小栗Love Love物语""",网络动画《小桃小栗 Love Love物语》改编自同名漫画，由SATELIGHT制作，于2015年1...,6534012,"""2016-07-01"""
6050,9.1,248,"""约会大作战 第一季 SP""",第一季SP 【TV未放送第13话】,2078927,"""2013-12-06"""
442,9.1,241,"""锁锁美同学@提不起劲""",女主角月咏锁锁美是一位名符其实的家里蹲少女，身为樱之花咲夜学园的一年级学生，她对任何事都提不起劲，即...,2207895,"""2013-01-10"""
1185,9.1,240,"""神薙""",平凡型主人公御厨仁、小时候在神社里捕捉昆虫时，少女忽然出现，对他温柔一笑随即又消失，这个场景给他留下...,1234747,"""2008-10-04"""
632,9.1,227,"""学生会的一己之见 Lv.2""",私立碧阳学院的学生会成员都是通过单纯的人气投票评选出来的，这样做的结果导致了由学生会长樱野栗梦开始，...,1411995,"""2012-10-13"""
814,9.1,218,"""在盛夏等待""",夏日的三个月中，热爱摄影、个头矮小的男孩雾岛海人和朋友们打算要拍一部电影，女主角就是神秘转学生三年级...,2749115,"""2012-01-09"""
1211,9.1,201,"""吸血鬼骑士""",故事绽放于雪夜中的一场血之祭礼——五岁的黑主优姬失去了父母，幸而被纯血的吸血鬼玖兰枢救出，得以平安长...,2053723,"""2008-04-07"""
3452,9.1,192,"""三者三叶""",该作围绕着元气大胃王小田切双叶、如天使般的恶魔委员长叶山照，以及家道中落的前名人西川叶子，这三位名字...,2639827,"""2016-04-11"""
3466,9.1,186,"""魔笛MAGI 辛巴达的冒险""",《魔笛MAGI 辛巴达的冒险》作为《魔笛MAGI》的前章，主要讲述的是围绕30年前少年时期的七海霸主...,6162236,"""2016-04-16"""
1295,9.1,175,"""地球防卫少年""","本片属于黑暗系动画，讲述了15名少年少女用自己的生命保卫地球的故事。（剧透注意）
故事中，地球、人类...",763596,"""2007-04-08"""
3552,9.1,174,"""幻想嘉年华 EX Season""",第3季之前出品的OVA特别篇，时长20分钟，正篇中没什么戏份的配角在本作中大多有登场。,1094979,"""2011-11-26"""
2569,9.1,167,"""幸腹涂鸦""",（¯﹃¯）,2946706,"""2015-01-08"""
1722,9.1,167,"""BUDDY COMPLEX""",就读于诚应高中的渡瀬青叶，是一位性格沉著冷静、运动神经优秀，并且相当关心朋友的少年。而表面上看起来是...,989715,"""2014-01-05"""
84,9.1,159,"""荷包蛋的蛋黄什么时候戳破才好？""","一起围观深井冰强迫症患者如何吃东西…
漫画「何时捣碎煎蛋黄？」是一部美食漫画，连载于「月刊COMIC...",2917265,"""2014-08-05"""
5549,9.1,139,"""忍者少女千鸟""","1555年，时为战国时代。
有位青年怀抱着远大的梦想，被人称作大傻瓜的他正是后来的织田信长。
有一位...",6354213,"""2016-10-04"""
1666,9.1,132,"""BLACK★ROCK SHOOTER OVA""",《BLACK★ROCK SHOOTER》是由huke绘制插图、音乐创作社团「supercell」所制...,681929,"""2010-07-24"""
2683,9.1,129,"""萝球社！SS""",  由苍山サグ原著、Tinkle负责插画的轻小说《萝球社！》。这部由电击文库出版的轻小说曾获得过第1...,629663,"""2013-07-05"""
761,9.1,128,"""薄樱鬼""",薄樱鬼即指土方岁三。此名为游戏土方线结尾土方与风间决战前风间所起。薄樱意为如樱花般绚烂而又转瞬即逝；...,1660611,"""2010-04-03"""
2721,9.1,127,"""骇客娃娃""",在情报过度发达的现代社会，人们沉溺在铺天盖地的信息海洋中为其所缚，变得不再自由，为了解决这一问题，一...,2275070,"""2015-10-02"""
3414,9.1,126,"""废弃公主""",故事的主角是一个叫帕希菲卡的女孩。她是莱因布安(莱邦)王国被遗弃的公主。第5111个圣格林德预言说她...,57801,"""2003-04-08"""
1130,9.1,116,"""游魂 -Kiss on my Deity-""",被称为“太转依”的妖怪，拥有与人类共生的理想。绮久罗美守毘売转生为名叫真白的少女，并向泉户裕理宣告，...,676794,"""2009-04-05"""
1759,9.1,100,"""文学少女""",文学少女系列（”文学少女”シリーズ）是小说家野村美月与插画家竹冈美穗所推出的轻小说。获得第一届Lig...,0,"""2009-12-26"""
21464,9.0,22199,"""Fate/EXTRA Last Encore""",那是，在被忘却的月球上开演的“EXTRA”之物语。 存在于月球的，拥有能实现任何愿望之力量的灵子计算...,11652951,"""2018-01-28"""
1586,9.0,4162,"""Fate/stay night [Unlimited Blade Works] 第一季""",丝毫没特技 根本不酷炫→_→,78398746,"""2014-10-04"""
1587,9.0,3123,"""Fate/stay night [Unlimited Blade Works] 第二季""",丝毫不酷炫→_→根本没特技,61568574,"""2015-04-04"""
5793,9.0,2733,"""珈百璃的堕落""","天使学校的首席天使来到了地球！ 
……但是，住惯了地球的她，开始过起整天逃学打网游的自甘堕落生活。
...",28907384,"""2017-01-09"""
6308,9.0,2613,"""妖怪公寓的幽雅日常""",因为父母双亡而艰难寄居在亲戚家的稻叶夕士，升入高中后决心独自生活。稻叶夕士找到了价格非常便宜的公寓“...,14009405,"""2017-07-03"""
6341,9.0,1839,"""地狱少女 宵伽""","仅在凌晨0时能够接通的“地狱通信”。
若在此处写上自己未能得偿的怨恨，地狱少女就会出现，让你憎恨的对...",10802159,"""2017-07-15"""
5992,9.0,1831,"""樱花任务""","木春由乃是个从乡下前往东京，即将短大毕业的普通的二十岁女生。
“在东京一切皆有可能，既然这样自己也一...",7986034,"""2017-04-06"""
5017,9.0,1653,"""食戟之灵 贰之皿""",每天都在自家的市郊餐馆“幸平”帮忙的幸平创真，在初中毕业的同时，就被父亲·城一郎推荐编入某所料理学校...,48661030,"""2016-07-02"""
4349,9.0,1402,"""中二病也要谈恋爱！恋""","由于各种原因导致失去住所的六花开始寻找新家，但过程并不顺利，最终来到了勇太的家里。
然而，勇太的家人...",22603218,"""2014-01-08"""
685,9.0,1180,"""K""",在与现实有着微妙差异的现代日本，存在着七位拥有巨大异能之力的“王”。他们将自己的力量分给族人们，并与...,6970698,"""2012-10-04"""
2673,9.0,1171,"""我的脑内选项正在全力妨碍学园恋爱喜剧""","我甘草奏的“绝对选项”是一种会突然出现脑中，不选就不消失的悲惨诅咒；
通常人要是被迫做这麼变态的选择...",19783673,"""2013-10-09"""
4181,9.0,1128,"""漆黑的子弹""",西元二○二一年，人类在与病毒性寄生生物“原肠动物”的战争中败北，被驱逐至狭窄的领土，带着恐惧与绝望苟...,3181591,"""2014-04-08"""
3120,9.0,1022,"""粗点心战争""",位于日本超偏远地区的某家粗点心（古早的小零食一类）店中，有一位梦想成为漫画家的少年鹿田九，但他却被自...,16345132,"""2016-01-07"""
1574,9.0,988,"""伪恋：""",还在选ABCD?妹系潜力股强势上线!,16074026,"""2015-04-10"""
6435,9.0,950,"""Code:Realize ～创世的姬君～""",「猛毒の少女は、爱を求めた。」被称作怪物、全身有着剧毒的少女Cardia，某个夜里，与自称怪盗绅士的...,3024143,"""2017-10-07"""
2742,9.0,825,"""樱子小姐的脚下埋着尸体""",“真相就像骨头，虽然隐藏在皮肤、脂肪与血肉之下，却默默支撑著所有的一切。事物之间必有关连，就像生物必...,15665737,"""2015-10-07"""
1603,9.0,479,"""灼眼的夏娜III -Final-""",新学期刚开始，高中生·坂井悠二一如往常过着“日常生活”。然而有一天，他冷不防遭遇红世之王手下的侵袭。...,2613974,"""2011-10-07"""
5798,9.0,457,"""One Room""",《One Room》是由台风Graphics制作的第一人称视角原创短篇动画作品，于2017年1月11...,7598223,"""2017-01-11"""
3145,9.0,398,"""神不在的星期天""","十五年前,神明大人将世界整个舍弃.没有人出生,也没有人死亡.在绝望遍布的世界中能给予死者唯一慰藉的存...",1529650,"""2013-07-06"""
4205,9.0,389,"""恶魔之谜""",    故事舞台设定在全住宿制女子高中的一个班级——10年黑组之中，这个班级里的学生都是由暗杀者构成...,642996,"""2014-04-03"""
296,9.0,382,"""天体的秩序""",某日，日本雾弥湖的上空出现了谜样的圆盘，一度造成全世界的混乱与恐慌。但飞碟却只是停留在空中，并没有进...,5569641,"""2014-10-05"""
5029,9.0,375,"""天真与闪电""",妻子亡故后，独自努力养育女儿的数学教师·犬冢。不擅长料理又是个味觉白痴的他，在偶然之下和学生·饭田小...,7899593,"""2016-07-05"""
2844,9.0,336,"""境界的彼方 -I'LL BE HERE- 未来篇""",【本片翻译由幻之字幕组提供】本片于2015年4月25日于日本上映，延续了TV版剧情一年后的事。一年后...,1910573,"""2015-04-25"""
197,9.0,317,"""目隱都市的演繹者（僅限港澳台地區）""",如月伸太郎，因为居住在其电脑中的电脑少女Ene恶作剧而使键盘及鼠标故障，为了添购替代品而中止长达两年...,5954226,"""2014-04-12"""
4471,9.0,311,"""拜托了 爱因兹贝伦咨询室""",咨询室的主持人。在冬木里救了遇险的半吊子少女Master“小T”，之后把她热心地接回咨询室居住，并给...,1342660,"""2012-09-19"""
2793,9.0,302,"""K MISSING KINGS""","《K MISSING KINGS》是电视动画《K》的剧场版动画，2014年7月12日于日本上映。
主...",2750519,"""2014-07-12"""
282,9.0,282,"""电器街的漫画店""",海雄所打工的漫画专卖店“马之骨”，聚集了许多拥有特殊癖好、对某事物异常热衷的怪胎…像是喜欢在脑中模拟...,8504495,"""2014-10-02"""
1090,9.0,228,"""钢之炼金术师 叹息之丘的圣星""",　　《钢之炼金术师：叹息之丘的神圣之星》是独立于此前两部动画内容的全新故事。在位于中央首都的监狱，即...,402868,"""2011-07-02"""
445,9.0,225,"""翠星之加尔刚蒂亚""",【老虚出品 必属精品（？）】在遥远的未来，银河的尽头。人类正与异形的怪生命体展开生存之战。在激战中，...,1119668,"""2013-04-07"""
6414,9.0,223,"""UQ HOLDER！OAD""","本片为单行本第14卷同捆OAD。
在平稳而乏味的乡村生活的少年·近卫刀太，有着前往都市一展宏图的梦想...",1127767,"""2017-09-08"""
4098,9.0,187,"""尸者的帝国""","——华生追寻挚友失却的灵魂的旅程

「经证实，与生前相比，人死后体重会减轻21克。这就是灵素的重量，...",845045,"""2015-10-02"""
5543,9.0,179,"""学园Handsome""","以县内顶级实力而自豪的男子学校，私立蔷薇门高中。转学到那里的主人公，与众多的猛者们相遇了。
穿越校门...",2944764,"""2016-10-03"""
253,9.0,175,"""世界征服 谋略之星""",因为某些原因离家出走的地纹明日汰，在路上遇见了骑着辅助轮脚踏车的幼女·星宫凯特，被夺走了包子之后顺带...,2556340,"""2014-01-11"""
4203,9.0,161,"""姐姐的妄想日记""",漫画《姐LOG》自2012年9月开始在《周刊少年SUNDAY》连载，女主角近卫霭子是一位“文武双全”...,1118373,"""2014-09-18"""
476,9.0,159,"""武士弗拉明戈""",主人公是自称“武士·弗拉明戈”的青年，以及一位年轻警察。两名男子相识后活跃在为正义而战的战斗中。紧张...,1834375,"""2013-10-10"""
4106,9.0,152,"""为什么猫都叫不来""",杉作「猫なんかよんでもこない。」のアニメ版が本日10月2日よりBS朝日、10月8日よりテレビ大阪にて...,867190,"""2015-10-02"""
1420,9.0,152,"""魔法先生捏吉！""",在英国某间魔法学校修行的首席毕业生涅吉，目前还只是个10岁的少年。他的目标是成为“出色的魔法使”。魔...,1081134,"""2005-01-05"""
996,9.0,152,"""FORTUNE ARTERIAL -赤之约定-""",游戏的故事是从主人公，支仓孝平随父母在外面游荡最后自己决定转学进了海岛上一所英国风的修智馆学院开始。...,1123687,"""2010-10-08"""
